Reported Year,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children
2016,2,6,2,14,1,2,1
2016,4,6,4,14,1,1,1
2016,2,6,2,14,1,1,1
2016,3,6,3,14,2,1,3
2016,4,95,99,23,1,1,1
2016,1,6,1,14,1,1,1
2016,1,135,135,15,1,135,1
2016,1,3,3,122,1,3,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,4,6,4,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,4,6,4,14,1,1,1
2016,5,1,6,114,1,1,1
2016,1,6,1,14,1,1,1
2016,7,96,103,27,1,1,1
2016,1,6,1,14,1,1,1
2016,6,3,9,4,1,1,1
2016,5,6,5,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,3,6,3,14,1,1,1
2016,4,6,4,15,1,4,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,25,25,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,29,29,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,5,6,7,1,1,1
2016,7,6,7,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,5,6,5,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,3,6,3,14,1,1,1
2016,2,4,6,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,32,34,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,97,6,97,29,3,92,2
2016,9,1,10,14,1,1,1
2016,1,6,1,1,1,1,1
2016,10,6,10,14,1,1,1
2016,12,99,111,29,1,1,3
2016,54,6,60,39,1,1,1
2016,4,22,26,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,5,5,14,1,1,4
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,128,128,2,1,1,1
2016,1,6,1,14,1,1,1
2016,1,19,19,14,1,1,1
2016,1,6,1,115,1,1,1
2016,10,12,22,14,12,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,48,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,13,4,17,11,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,13,6,13,14,1,1,1
2016,3,6,3,14,1,1,1
2016,3,6,3,14,1,1,1
2016,6,6,6,14,1,1,1
2016,1,6,1,14,1,1,1
2016,10,6,10,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,5,6,5,14,1,1,1
2016,3,6,3,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,28,6,28,14,1,1,1
2016,1,6,1,14,1,1,1
2016,6,6,6,14,1,1,1
2016,30,6,30,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,4,6,4,14,1,1,1
2016,5,6,5,403,3,2,1
2016,2,6,2,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,20,20,14,2,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,2,1,1,1
2016,1,1,1,12,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,8,6,8,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,6,6,6,14,1,1,1
2016,5,6,5,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,6,6,6,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,4,6,4,14,1,4,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,6,6,6,14,1,1,1
2016,1,6,1,14,1,1,1
2016,25,6,25,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,3,6,3,14,1,1,1
2016,2,6,2,14,1,1,1
2016,3,6,3,14,1,1,1
2016,25,6,25,15,1,1,10
2016,10,6,10,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,8,6,8,14,1,1,1
2016,51,6,51,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,9,6,9,18,1,1,1
2016,1,6,0,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,4,6,4,187,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,11,6,11,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,4,4,14,1,1,1
2016,2,6,2,40,2,1,2
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,2,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,5,6,5,14,1,1,1
2016,3,6,3,14,1,1,1
2016,5,6,5,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,21,6,21,14,1,1,1
2016,2,6,2,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,6,6,6,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,5,2,7,9,1,1,3
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,11,6,11,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,20,6,20,14,1,1,1
2016,1,6,1,14,1,1,1
2016,5,6,5,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,6,6,6,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,750,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,8,8,5,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,23,1,2,1
2016,9,6,9,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,6,6,6,1,3,2,1
2016,1,6,1,14,1,1,1
2016,1,6,1,63,1,1,1
2016,3,6,3,20,1,1,3
2016,4,6,4,9,1,1,3
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,6,6,6,14,1,5,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,13,3,1,1
2016,1,6,1,14,1,1,1
2016,9,6,15,15,1,1,1
2016,3,3,6,13,3,3,2
2016,1,8,9,34,9,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,35,9,44,26,17,7,11
2016,2,6,2,14,1,1,1
2016,2,6,2,46,1,1,1
2016,14,6,14,1,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,14,6,14,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,8,9,14,1,1,1
2016,4,6,4,14,1,1,1
2016,2,6,2,14,1,1,1
2016,8,6,8,41,2,1,6
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,3,3
2016,1,6,1,14,1,1,1
2016,1,6,1,39,1,1,1
2016,4,6,4,14,1,3,1
2016,3,6,3,14,1,3,1
2016,1,6,1,14,1,1,1
2016,6,6,6,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,7,6,7,42,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,4,6,4,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,36,36,70,1,1,1
2016,2,6,2,14,1,1,1
2016,36,6,36,8,2,1,3
2016,1,6,1,14,1,1,1
2016,4,6,4,30,1,1,2
2016,1,6,1,11,1,1,1
2016,1,6,1,14,1,1,1
2016,13,11,24,25,4,1,5
2016,1,6,1,14,1,1,1
2016,1,56,56,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,7,6,7,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,5,6,5,14,1,1,1
2016,9,6,9,13,1,1,2
2016,7,6,7,42,1,7,1
2016,1,6,1,14,1,1,1
2016,4,6,4,14,1,1,1
2016,20,6,20,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,28,28,14,1,1,1
2016,1,25,26,4,1,1,1
2016,3,6,3,14,1,1,1
2016,6,6,6,14,1,1,1
2016,2,6,2,14,1,1,1
2016,27,9,36,4,1,1,11
2016,3,6,3,14,1,1,1
2016,7,6,7,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,11,6,11,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,5,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,12,1,1,2
2016,1,6,1,14,1,1,1
2016,1,6,1,2,1,1,1
2016,1,6,1,5,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,2,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,700,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,5,16,21,1,1,1,3
2016,1,6,1,3,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,39,6,39,75,1,1,5
2016,1,6,1,14,1,1,1
2016,6,64,70,50,1,1,1
2016,2,6,2,14,1,1,1
2016,23,12,35,14,9,4,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,26,15,41,9,6,10,10
2016,7,6,7,2,2,4,2
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,6,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,10,329,339,319,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,3,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,1950,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,6,6,6,24,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,2,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,550,550,87,1,1,40
2016,1,9,9,14,1,1,1
2016,1,6,1,526,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,10,10,19,1,1,1
2016,6,6,6,139,1,1,1
2016,1,6,1,14,1,1,1
2016,5,250,255,460,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,1,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,4,6,4,14,4,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,0,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,340,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,47,47,78,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,45,200,245,625,1,1,1
2016,1,6,1,10,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,17,17,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,100,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,6,6,6,1000,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,1,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,15,6,15,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,10,6,10,107,10,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,11,6,11,14,1,1,1
2016,1,6,1,14,1,1,1
2016,19,6,19,76,1,19,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,1,3,14,1,3,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,34,6,34,14,9,5,20
2016,3,6,3,14,1,2,1
2016,1,6,1,133,1,1,1
2016,9,6,9,14,1,1,1
2016,9,6,9,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,5,6,5,14,1,1,1
2016,4,6,4,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,6,6,6,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,113,2,1,1
2016,1,6,1,14,1,1,1
2016,11,6,11,14,1,1,1
2016,8,6,8,8,4,1,3
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,4,6,4,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,2,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,5,4,9,5,4,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,5,6,5,14,1,1,1
2016,7,6,7,14,1,1,1
2016,1,6,1,2,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,2,1
2016,0,459,459,37,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,2,6,2,14,1,1,1
2016,2,6,2,14,1,1,1
2016,5,6,5,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,8,24,32,108,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,6,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,90,90,30,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,84,84,1,1,1,1
2016,2,6,2,4,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,1,1,1,1
2016,2,6,2,14,1,2,1
2016,12,6,12,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,9,6,9,127,1,1,1
2016,4,6,4,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,2,6,2,14,1,2,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,6,6,6,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,57,57,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,0,10,10,14,1,1,1
2016,2,6,2,14,1,2,1
2016,2,6,2,14,1,1,1
2016,3,6,3,14,1,1,1
2016,5,6,5,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,45,45,14,7,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,9,6,9,14,1,1,1
2016,10,10,20,29,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,0,9,9,14,1,1,1
2016,1,6,1,14,1,1,1
2016,13,6,13,19,1,1,1
2016,2,6,2,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,3,3,1,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,2,6,2,14,1,1,1
2016,0,84,84,26,1,1,1
2016,5,6,5,14,1,1,1
2016,2,18,20,105,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,1,6,1,14,1,1,1
2016,3,6,3,14,1,1,1
2016,3,6,3,14,1,1,1
2016,3,6,3,14,1,1,1
2016,2,6,2,14,1,1,1
2016,5,2,7,14,5,1,2
2016,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,7,6,7,28,1,1,1
2017,1,6,1,91,1,1,1
2017,9,6,9,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,8,6,8,14,6,2,1
2017,5,6,5,14,1,5,1
2017,1,52,52,79,1,1,1
2017,8,6,8,14,1,8,1
2017,1,6,1,14,1,1,1
2017,15,6,15,14,1,1,1
2017,1,6,1,14,1,1,1
2017,19,6,19,14,9,8,2
2017,1,6,1,14,1,1,1
2017,12,6,12,14,1,1,1
2017,10,6,10,14,1,1,1
2017,13,6,13,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,44,6,44,6,17,1,6
2017,4,6,4,14,1,4,1
2017,3,6,3,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,14,1,1,1
2017,1,6,1,14,1,1,1
2017,4,6,4,125,1,1,1
2017,2,6,2,14,2,1,1
2017,9,6,9,7,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,0,14,1,1,1
2017,2,6,2,14,1,2,1
2017,2,6,2,14,1,1,1
2017,11,6,11,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,0,14,1,1,1
2017,5,6,5,135,1,1,1
2017,1,110,110,25,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,1,1
2017,3,6,3,14,1,3,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,2,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,5,6,5,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,126,126,4,1,1,1
2017,4,6,4,14,1,1,1
2017,3,6,3,14,1,1,1
2017,8,6,8,14,1,1,1
2017,12,6,12,14,1,1,1
2017,8,6,8,14,1,1,1
2017,5,6,5,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,82,82,50,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,1,1,6,1,1,1
2017,7,13,20,484,2,5,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,8,6,8,14,1,8,1
2017,1,6,1,14,1,1,1
2017,2,6,2,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,6,1,14,1,1,1
2017,1,156,156,4,1,1,1
2017,1,6,1,14,1,1,1
2017,1,1,1,24,1,1,1
2017,1,1,2,14,1,2,1
