Reported Year,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,3,6,3,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,21,26,47,1,8,31,5
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,937,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,1,2,1
2018,3,6,3,14,2,1,2
2018,1,6,1,14,1,1,1
2018,6,6,6,14,1,2,2
2018,4,6,4,49,1,4,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,2,2,229,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,12,6,12,15,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,2
2018,3,6,3,14,1,1,1
2018,4,6,4,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,11,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,3,6,3,14,1,3,1
2018,1,6,1,14,1,1,1
2018,1,76,76,41,15,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,3,1
2018,1,6,1,14,1,1,1
2018,1,1,1,119,1,1,1
2018,2,6,2,14,2,1,1
2018,2,6,2,14,1,2,1
2018,84,28,112,68,6,6,1
2018,1,1,1,41,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,2,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,2
2018,1,6,1,14,1,1,1
2018,1,1,2,3,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,5,6,5,11,1,3,3
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,3,1
2018,46,16,62,39,9,37,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,9,1,10,5,1,2,6
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,5,38,43,4,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,7,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,17,1,2,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,4,4,97,1,1,1
2018,8,6,8,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,1,1,1,1
2018,3,101,104,16,30,70,3
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,6,6,6,125,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,114,114,16,20,91,3
2018,11,8,19,25,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,6,6,6,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,523,1,1,1
2018,2,6,2,14,1,2,1
2018,5,6,5,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,82,1,1,1
2018,1,50,50,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,6,95,101,5,1,1,2
2018,1,70,70,60,1,1,1
2018,1,6,1,14,1,1,1
2018,5,6,5,115,2,3,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,5,6,5,9,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,2,6,2,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,2,6,2,14,1,1,1
2018,2,6,2,14,1,1,1
2018,3,6,3,14,1,3,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,26,6,26,14,1,1,1
2018,1,6,1,14,1,1,1
2018,7,6,7,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,2,1,1
2018,5,12,17,17,1,1,1
2018,47,6,47,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,4,6,4,14,1,2,1
2018,1,6,1,14,1,1,1
2018,17,2,19,19,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,12,13,1,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,74,1,1,3
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,7,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,6,6,6,14,1,5,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,5,6,5,14,1,5,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,1,1,107,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,11,6,11,14,1,11,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,5,1,6,14,1,3,1
2018,2,6,2,131,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,3,1
2018,1,3,4,114,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,1,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,70,1,1,1
2018,1,6,1,106,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,2,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,7,6,7,22,1,1,7
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,15,6,15,25,1,1,1
2018,1,6,1,3,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,2,6,2,14,2,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,80,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,5,5,400,1,4,2
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,4,14,18,12,2,2,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,9,6,9,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,3,6,3,14,1,3,1
2018,7,6,7,12,1,1,3
2019,1,6,1,14,1,1,1
2019,1,22,22,27,1,1,1
2019,1,6,1,2,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,4,21,25,13,3,1,4
2019,4,6,4,14,1,1,3
2019,2,6,2,1,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,10,6,10,30,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,1,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,4,1,1,1
2019,1,6,1,14,1,1,1
2019,1,31,32,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,7,1,1,1
2019,1,6,1,14,1,1,1
2019,3,6,3,14,1,3,1
2019,7,6,7,57,6,1,2
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,3,4,7,46,1,5,1
2019,2,6,2,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,1,1,1,1
2019,1,6,1,2,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,12,6,12,31,2,7,3
2019,1,6,1,14,1,1,1
2019,1,6,1,4,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,8,6,8,8,3,5,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,73,1,1,1
2019,1,6,1,14,1,1,1
2019,2,6,2,14,1,2,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,7,1,1,1
2019,1,6,1,9,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,1,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,8,1,1,1
2019,1,6,1,14,1,1,1
2019,2,6,2,14,1,1,1
2019,6,6,6,36,2,1,1
2019,1,6,1,1,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,83,6,83,3,4,9,1
2019,1,6,1,3,1,1,1
2019,1,6,1,14,1,1,1
2019,1,1,1,14,1,1,1
2019,1,6,1,36,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,2,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,2,1,3,23,2,1,1
2019,3,6,3,14,1,2,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,2,6,2,24,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,3,56,59,16,1,1,1
2019,1,6,1,2,1,1,1
2019,3,6,3,37,2,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,4,1,1,1
2019,1,5,5,3,1,1,1
2019,1,6,1,1,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,22,6,22,14,1,1,1
2019,1,6,1,11,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,13,1,1,1
2019,1,9,9,3,1,8,1
2019,1,6,1,14,1,1,1
2019,2,2,4,5,1,1,3
2019,1,29,29,1,2,20,2
2019,1,6,1,14,1,1,1
2019,1,4,4,8,1,1,1
2019,1,6,1,14,1,1,1
2019,9,3,12,5,4,1,5
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,3,4,6,1,1,1
2019,1,6,1,14,1,1,1
2019,2,6,2,14,1,1,2
2019,4,6,4,3,2,1,1
2019,1,6,1,4,1,1,1
2019,1,6,1,14,1,1,1
2019,5,6,5,39,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,7,8,13,1,1,1
2019,1,6,1,14,1,1,1
2019,2,20,22,73,1,1,1
2019,1,6,1,14,1,1,1
2019,1,2,2,5,1,2,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,6,6,6,10,1,6,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,2,6,2,14,1,2,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,2,1,3,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,1,1,8,1,1,1
2019,3,6,3,1,1,3,1
2019,1,6,1,14,1,1,1
2019,1,3,3,69,3,1,1
2019,3,6,3,14,1,3,1
2019,1,5,5,14,1,5,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,3,6,3,10,1,3,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,11,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,13,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,2,6,2,35,1,1,1
2019,1,6,1,8,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,4,4,1,1,1,1
2019,1,6,1,14,1,1,1
2019,2,6,2,14,1,2,1
2019,3,6,3,11,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,3,4,7,9,1,1,1
2019,3,6,3,8,1,3,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,4,4,14,1,4,1
2019,1,6,1,14,1,1,1
2019,1,15,15,2,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,1,1,1,1
2019,1,6,1,14,1,1,1
2019,6,6,6,10,1,6,1
2019,1,6,1,18,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,11,29,40,64,1,2,2
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,22,23,9,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,11,6,11,3,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,7,7,100,1,5,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,9,4,13,5,1,9,1
2019,2,6,2,14,1,2,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,65,1,1,1
2019,1,6,1,4,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,13,15,28,22,13,1,4
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,3,6,3,12,1,1,1
2019,3,6,3,8,1,3,1
2019,1,6,1,14,1,1,1
2019,2,6,2,14,1,2,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,20,1,1,1
2019,18,35,53,3,1,6,1
2019,1,4,4,6,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,1,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,2,6,2,14,1,2,1
2019,1,6,1,14,1,1,1
2019,1,6,1,1,1,1,1
2019,1,1,1,6,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,1,2,6,1,1,1
2019,1,7,7,3,1,7,1
2019,1,6,1,14,1,1,1
2019,1,6,1,5,1,1,1
2019,7,6,7,12,2,1,5
2019,1,6,1,14,1,1,1
2019,6,6,6,27,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,1,1,1,1
2019,69,81,150,134,1,1,1
2019,4,6,4,14,1,1,1
2019,1,6,1,1,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,2,1,1,1
2019,1,6,1,1,1,1,1
2019,1,15,15,78,1,1,1
2019,2,6,2,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,9,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,1,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,1,1,1,1
2019,16,6,16,50,6,6,5
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,2,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,1,1,14,1,1,1
2019,2,6,2,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,1,1,8,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,1,1,1,1
2019,1,6,1,14,1,1,1
2019,1,13,14,1,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,1,2,278,1,2,1
2019,1,6,1,14,1,1,1
2019,10,6,10,14,6,4,1
2019,1,6,1,14,1,1,1
2019,5,6,5,11,1,3,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,1,2,14,1,1,1
2019,2,6,2,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,3,4,7,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,13,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,3,6,3,14,2,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,8,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,2,2,49,1,1,1
2019,1,6,1,14,1,1,1
2019,2,6,2,7,1,2,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,1,1,19,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,21,6,21,28,1,1,1
2019,1,4,4,8,3,1,3
2019,1,6,1,14,1,1,1
2019,13,6,13,14,1,1,1
2019,6,6,6,14,1,1,1
2019,1,6,1,14,1,1,1
2019,31,6,31,18,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,4,1,1,1
2019,3,6,3,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,1,1,1,1
2019,8,6,8,25,2,1,1
2019,1,6,1,14,1,1,1
2019,1,2,3,42,1,1,1
2019,1,6,1,14,1,1,1
2019,1,6,1,14,1,1,1
2019,3,6,3,14,1,3,1
2019,1,6,1,14,1,1,1
