Web ID,Region of Incident,Reported day,Reported Month,Reported Year,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Source Quality,Migration Route,URL,UNSD Geographical Grouping,Longitude,Latitude
48089,Caribbean,30,12,2018,2,6,2,9,1,1,1,Presumed drowning,"46 miles east of the Jupiter Inlet, Florida, USA","US Coast Guard, CBS ",5,Caribbean,"https://bit.ly/2VI7dqG, https://bit.ly/2Auv3gv, https://hrld.us/2RdccRt",Caribbean,26.830437500000,-79.525312500000
48090,Sub-Saharan Africa,30,12,2018,14,6,14,12,1,1,1,Suffocation,"Inside vehicle on Tanzania-Zambia highway, near Morogoro, Mindu, Tanzania","Xinhua, African Daily Voice, Mwananchi",3,Eastern Africa,"https://bit.ly/2VBQyop, https://bit.ly/2FfEPpY, https://bit.ly/2CU4cvT",Eastern Africa,-6.840928719012,37.626193558523
48087,Mediterranean,28,12,2018,1,7,7,1,1,1,1,Presumed drowning,"15 miles northeast of Cape Greco, Cyprus (boat departed from Tripoli, Lebanon)","Alarm Phone, Cyprus Mail",4,Eastern Mediterranean,"https://bit.ly/2GSo2Md, https://bit.ly/2sfX4nz, https://bit.ly/2GWUGfD",Uncategorized,34.869024451220,34.492835772639
48088,US-Mexico Border,28,12,2018,1,6,1,14,1,1,1,Drowning,"Off the coast of Imperial Beach, San Diego County, California, USA","Uniradio Informa, Frontera",3,Central America to US,"https://bit.ly/2LSLIyE, https://bit.ly/2GZqPmC",Northern America,32.541882023698,-117.133734140230
48322,US-Mexico Border,27,12,2018,1,6,1,14,1,1,1,Unknown,"Ranch east of the Falfurrias US Border Patrol Checkpoint, Brooks County, Texas, USA (80 miles north of border with Mexico)",Breitbart News,1,Central America to US,https://bit.ly/2RHI3t5,Northern America,27.028916988435,-98.070345308930
52223,North Africa,26,12,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,27.047987000000,14.492574000000
48085,Europe,25,12,2018,1,6,1,14,1,1,1,Vehicle Accident,"Between Via Flaminia and Via Conca, Ancona, Marche, Italy","Corriere della Sera, Il Manifesto",3,Southern Europe,"https://bit.ly/2sep4Yx, https://bit.ly/2Few3Zg",Southern Europe,43.609902506139,13.456590016544
48086,US-Mexico Border,25,12,2018,1,6,1,14,1,1,1,Hypothermia,"Ranch near Hopedale, Maverick County, Texas, USA","Zócalo, K911 Noticias",1,Central America to US,"https://bit.ly/2VC7MSW, https://bit.ly/2EPIri3, https://bit.ly/2CUgZi4",Northern America,28.759006919815,-100.519348400100
48084,Mediterranean,24,12,2018,4,6,4,56,1,1,1,Presumed drowning,Unspecified location off the coast of Morocco,Caminando Fronteras,4,Western Mediterranean,https://www.facebook.com/helena.malenogarzon/posts/2231981046834200,Uncategorized,35.481680686032,-3.342110714760
51705,US-Mexico Border,24,12,2018,1,6,1,14,1,1,1,Sickness,"Hospital in Alamogordo, New Mexico, USA - after being detained on 18 December by the US Border Patrol right after crossing the border near El Paso, Texas, USA","The Guardian, The Independent",3,Central America to US,"http://bit.ly/2JZ8w10, https://ind.pn/2VSEyTk",Northern America,32.925238814047,-105.933164337420
48082,Mediterranean,23,12,2018,1,2,2,69,1,1,2,Unknown,"Unspecified location in the Alboran Sea, bodies thrown overboard","Cruz Roja Española, Caminando Fronteras",4,Western Mediterranean,"https://bit.ly/2QrMUK7, https://bit.ly/2QtDVYL",Uncategorized,36.175539175051,-3.432980466971
48083,Mediterranean,23,12,2018,1,12,12,14,1,11,1,Presumed drowning,"Unspecified location in the Gibraltar Strait, boat departed from Cap Spartel, Tangiers, Morocco",Alarm Phone,4,Western Mediterranean,"https://bit.ly/2GSo2Md, https://bit.ly/2FcHoJw, https://bit.ly/2LUT9FB",Uncategorized,35.940386653024,-5.940460712849
48341,Middle East,23,12,2018,1,6,1,14,1,1,1,Shot,"Syria-Turkey border, Idlib Governorate, Syria",Syrian Observatory for Human Rights,4,Western Asia,http://www.syriahr.com/en/?p=110049,Western Asia,35.963071341506,36.294640216232
52222,North Africa,23,12,2018,3,6,3,14,1,1,1,Vehicle Accident,"Seguedine, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,20.202067000000,12.979217000000
52221,North Africa,22,12,2018,2,6,2,14,1,2,1,"Sickness and lack of access to medicines, Starvation","Unspecified location in the Sahara Desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,21.220725000000,24.628498000000
48081,Mediterranean,21,12,2018,1,6,1,14,1,1,1,Presumed drowning,"Body recovered in Calamacarro, near Benzú, Ceuta, Spain",Ceuta al día,1,Western Mediterranean,https://bit.ly/2TCDQEp,Uncategorized,35.914961693807,-5.380634704776
48340,Middle East,21,12,2018,1,6,1,14,1,1,1,Shot,"Syria-Turkey border, Idlib Governorate, Syria",Syrian Observatory for Human Rights,4,Western Asia,http://www.syriahr.com/en/?p=110049,Western Asia,36.010976380608,36.291893634201
48070,Mediterranean,20,12,2018,12,12,24,31,2,10,1,Drowning,"Unspecified location in the Alboran Sea. Survivors and recovered bodies disembarked in Almeria, Spain","Red Cross Almeria, El Pais",4,Western Mediterranean,"https://bit.ly/2GuYF2N, https://bit.ly/2T2IVW9",Uncategorized,36.385858171134,-2.625576919231
48078,US-Mexico Border,20,12,2018,1,6,1,14,1,1,1,Drowning,"Río Bravo, south of Eagle Pass port of entry, Maverick County, Texas, USA",US Border Patrol,5,Central America to US,https://bit.ly/2Fg5u5S,Northern America,28.655830400381,-100.480611280930
48079,Mediterranean,20,12,2018,1,6,1,56,1,1,1,Found on dinghy,Unspecified location between North Africa and Spain,"UNHCR, Salvamento Marítimo",5,Western Mediterranean,https://bit.ly/2FcFg5m,Uncategorized,35.862101496706,-3.230474337214
48080,Mediterranean,20,12,2018,8,12,20,9,3,1,2,Drowning,"Off the coast of Ténès, wilaya of Chlef, Algeria","Réflexion, Alg24, Algérie360",3,Western Mediterranean,"https://bit.ly/2C6f3Bq, https://bit.ly/2FcwunI, https://bit.ly/2CSA6sz, https://bit.ly/2SEu9oL",Uncategorized,36.656665744128,1.229045427169
48114,US-Mexico Border,20,12,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,31.785528500000,-111.466392500000
52217,North Africa,20,12,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,20.987943000000,24.223409000000
52218,North Africa,20,12,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,22.248782000000,23.506586000000
52219,North Africa,20,12,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,20.873394000000,24.759856000000
52220,North Africa,20,12,2018,2,6,2,14,1,1,1,Sickness and lack of access to medicines,"Dirkou, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,19.063744000000,13.005487000000
48066,Europe,19,12,2018,1,6,1,14,1,1,1,Electrocution on railway,"Inside a railroad wagon near Sid, province of Vojvodina, Serbia","IOM Serbia, Srbija Danas",4,Southern Europe,https://bit.ly/2QCkSAF,Southern Europe,45.121869068460,19.213236824545
48067,US-Mexico Border,19,12,2018,1,6,1,14,1,1,1,Drowning,"Río Bravo, near barrio El Molcajete, Piedras Negras, Coahuila, Mexico","Super Channel 12, Zócalo, La Prensa de Monclova",3,Central America to US,"https://bit.ly/2BveQY1, https://bit.ly/2EHISMn, https://bit.ly/2AsIs8T",Central America,28.702360352070,-100.511538546900
52214,North Africa,19,12,2018,2,6,2,14,1,1,1,Vehicle Accident,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,21.445763000000,24.508660000000
52215,North Africa,19,12,2018,1,6,1,14,1,1,1,Dehydration,"Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,20.624941000000,24.256095000000
52216,Horn of Africa,19,12,2018,2,6,2,14,2,1,2,Unknown,"Galafi, Djibouti - on border with Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Eastern Africa,http://www.mixedmigration.org/4mi/,Eastern Africa,41.839523000000,11.722628000000
48065,Mediterranean,18,12,2018,1,6,1,58,1,1,1,Presumed drowning,"Unspecified location in the Alboran Sea, between Morocco and Spain","Sur Digital, Caminando Fronteras",4,Western Mediterranean,"https://bit.ly/2SX4esg, https://bit.ly/2SZ9Q5k",Uncategorized,36.174642255222,-3.809567348437
48076,Mediterranean,18,12,2018,8,6,8,14,1,1,1,Presumed drowning,"Bodies recovered off the coast of Tabarka and Banzart, Tunisia","IOM Tunisia, Alg24",4,Central Mediterranean,https://bit.ly/2LofWcP,Uncategorized,37.074835893000,8.724048757827
48077,US-Mexico Border,18,12,2018,1,6,1,14,1,1,1,Hit by vehicle,"Ramp connecting US-54 highway to César Chávez Border Highway (US-375), El Paso, Texas","City of El Paso, Texas; El Diario de El Paso",5,Central America to US,"https://bit.ly/2UXrUi1, https://bit.ly/2QIgVdv",Northern America,31.897189083031,-106.439103643990
48109,US-Mexico Border,18,12,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.402664900000,-111.427588800000
48110,US-Mexico Border,18,12,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,31.589492200000,-111.363378900000
48111,US-Mexico Border,18,12,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.331803200000,-112.524509300000
48112,US-Mexico Border,18,12,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,31.814869000000,-111.822328500000
48113,US-Mexico Border,18,12,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.057499000000,-111.666072500000
52209,North Africa,18,12,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,22.172928000000,23.571459000000
52210,North Africa,18,12,2018,2,6,2,14,1,1,1,Unknown,"Unspecified location in the Sahara Desert, between Niger and Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,20.600552000000,7.881770000000
52211,North Africa,18,12,2018,6,6,6,14,1,1,1,"Vehicle Accident, Shot or stabbed","Dirkou, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,18.993934000000,13.091769000000
52212,Sub-Saharan Africa,18,12,2018,2,6,2,14,1,2,1,Suffocation,"Seguedine, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Sub-Saharan Africa,http://www.mixedmigration.org/4mi/,Sub-Saharan Africa,20.189659000000,12.983586000000
52213,North Africa,18,12,2018,1,6,1,14,1,1,1,"Sickness and lack of access to medicines, Starvation","Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,23.101567000000,5.621744000000
52207,North Africa,17,12,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Brak, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,27.538287000000,14.275829000000
52208,North Africa,17,12,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,22.525208000000,22.721317000000
48321,Caribbean,16,12,2018,2,4,6,5,1,1,1,Presumed drowning,"Off the coast of Sabana de la Mar, Hato Mayor, Dominican Republic - en route to Puerto Rico",Listin Diario,3,Caribbean,"https://bit.ly/2GmkaTd, https://bit.ly/2RpHvbU",Caribbean,19.112562500000,-69.313437500000
48124,US-Mexico Border,15,12,2018,2,6,2,1,1,2,2,Murdered,"Calle 10, Zona Centro, Tijuana, Baja California, Mexico (in caravan)","Reuters, Reforma, Univisión",3,Central America to US,"https://reut.rs/2S4rYdW, https://bit.ly/2R837Zs, https://bit.ly/2QJm2dP",Central America,32.538296700000,-117.014062400000
49267,US-Mexico Border,14,12,2018,1,6,1,14,1,1,1,Skeletal remains,"Bullis Gap, Brewster County, Texas, USA",Brewster County Sheriff's Office,5,Central America to US,,Northern America,29.827611906085,-102.592432413280
52206,North Africa,14,12,2018,4,6,4,14,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,25.434334000000,14.324311000000
46146,Europe,13,12,2018,3,6,3,14,1,3,1,Vehicle Accident,"Egnatia Odos highway near Keramoti, Kavala, Greece","IOM Greece, Ekathimerini",4,Southern Europe,https://bit.ly/2LocOO7,Southern Europe,40.989655000000,24.630244000000
52205,Sub-Saharan Africa,13,12,2018,1,6,1,14,1,1,1,"Sickness and lack of access to medicines, Vehicle Accident","Lagos, Nigeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,6.489254000000,3.233104000000
48062,US-Mexico Border,12,12,2018,1,6,1,14,1,1,1,Drowning,"Río Bravo, near Los Ángeles, Miguel Alemán, Tamaulipas, Mexico","El Mañana, El Chilito",3,Central America to US,"https://bit.ly/2EzGUO8, https://bit.ly/2A3KQTk",Central America,27.630474000000,-99.625893000000
52204,Sub-Saharan Africa,12,12,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Ndjamena, Chad",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Sub-Saharan Africa,http://www.mixedmigration.org/4mi/,Sub-Saharan Africa,12.122781000000,15.137822000000
46145,Mediterranean,11,12,2018,2,6,2,49,1,1,1,Presumed drowning,"Unspecified location in the Alboran Sea, between Morocco and Spain",Caminando Fronteras,4,Western Mediterranean,"https://www.facebook.com/helena.malenogarzon/posts/2213345905364381, https://bit.ly/2SFzw6H",Uncategorized,35.555360000000,-3.233348000000
48108,US-Mexico Border,11,12,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.057499000000,-111.666072500000
52203,Sub-Saharan Africa,11,12,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Sub-Saharan Africa,http://www.mixedmigration.org/4mi/,Sub-Saharan Africa,16.971438000000,7.979879000000
51542,US-Mexico Border,10,12,2018,1,6,1,14,1,1,1,Drowning,"New River, Calexico, Imperial County, California, USA",Imperial County Coroner's Office,5,Central America to US,,Northern America,32.665484522394,-115.502037019710
52200,North Africa,10,12,2018,3,6,3,14,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,27.228859000000,13.308322000000
52201,North Africa,10,12,2018,1,6,1,14,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,27.025169000000,13.831541000000
52202,North Africa,10,12,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,North Africa,http://www.mixedmigration.org/4mi/,North Africa,16.950751000000,7.971896000000
51490,US-Mexico Border,9,12,2018,1,6,1,14,1,1,1,Unknown,"2800 Bentsen Palm, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,5,Central America to US,,Northern America,26.182455064507,-98.379822163351
46138,US-Mexico Border,8,12,2018,1,6,1,14,1,1,1,Drowning,"Río Bravo, near Ejido Miguel Alemán, Nuevo Laredo, Tamaulipas, Mexico","Vox Pópuli, El Diario de Ciudad Victoria",3,Central America to US,"https://bit.ly/2SDCBE9, https://bit.ly/2ElnqfP",Central America,27.629882000000,-99.626826000000
46139,US-Mexico Border,8,12,2018,1,6,1,14,1,1,1,Drowning,"Río Bravo, near Ejido Santo Domingo, Guerrero, Coahuila, Mexico","Zócalo, El Siglo",3,Central America to US,"https://bit.ly/2L4PswK, https://bit.ly/2Pwrnzo",Central America,28.337657000000,-100.308865000000
46140,Central America,8,12,2018,1,6,1,3,1,1,1,Shot,"In truck near Juan Rodríguez Clara, Veracruz, Mexico","AFP, Soy502, Movimiento Migrante Mesoamericano",3,Central America,"https://bit.ly/2zNZeis, https://bit.ly/2PqFPcp, https://bit.ly/2rsRZI2",Central America,17.997026000000,-95.385768000000
48061,US-Mexico Border,8,12,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Died in hospital in El Paso, Texas, after crossing border near Antelope Wells, New Mexico, USA","The Guardian, USA Today",3,Central America to US,"https://bit.ly/2Ew8xHS, https://bit.ly/2QUkX1W, https://bit.ly/2LlEenE",Northern America,31.770748000000,-106.499407000000
52199,Sub-Saharan Africa,8,12,2018,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Zinder, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,13.834611000000,8.969554000000
