Web ID,Region of Incident,Reported day,Reported Month,Reported Year,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Source Quality,Migration Route,URL,UNSD Geographical Grouping,Longitude,Latitude
51609,Middle East,25,Jan,2019,1,6,1,14,1,1,1,Shot,"Syria-Turkey border, near Darkush, Idlib province, Syria",Syrian Observatory for Human Rights,4,Western Asia,http://www.syriahr.com/en/?p=113804,Western Asia,36.002996127262,36.369884409364
52272,Sub-Saharan Africa,25,Jan,2019,1,6,1,14,1,1,1,Vehicle Accident,"Unspecified location in the Sahara Desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,21.535287000000,13.163018000000
52273,North Africa,25,Jan,2019,2,6,2,14,2,1,1,Dehydration,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,22.853045000000,23.011175000000
52274,Sub-Saharan Africa,25,Jan,2019,1,6,1,14,1,1,1,Excessive Physical Abuse,"Kidal, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,18.457046000000,1.408655000000
49246,Mediterranean,24,Jan,2019,1,6,1,2,1,1,1,Drowning,"Body recovered on Plage d'El Ain, near Sidi Ben Adda, Ain Témouchent, Algeria","Alg24, El Faro de Ceuta, EFE",3,Western Mediterranean,"https://bit.ly/2CLYpqZ, https://bit.ly/2WpbwHG, https://bit.ly/2RpgTTG",Uncategorized,35.384524413151,-1.278253990517
49249,US-Mexico Border,24,Jan,2019,2,6,2,14,1,1,1,Vehicle Accident,"Avenida Tecnológico, Ciudad Juárez, Chihuaha, Mexico","El Periódico, El Diario",3,Central America to US,"https://bit.ly/2RfKr65, https://bit.ly/2DDtIWL",Central America,31.667101100000,-106.426767800000
49250,Central America,24,Jan,2019,1,6,1,14,1,1,1,Fall from train,"Train tracks near San Mateo Ixtacalco, Cuautitlán, Estado de México, Mexico","Milenio, El Universal",3,Central America,"https://bit.ly/2WeGDFQ, https://bit.ly/2DBD5pG",Central America,19.705606860591,-99.174764262762
51561,US-Mexico Border,24,Jan,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,31.365435700000,-110.106236400000
52265,North Africa,24,Jan,2019,1,6,1,14,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration","Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,26.465801000000,15.151210000000
52266,North Africa,24,Jan,2019,1,6,1,14,1,1,1,Shot or stabbed,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,27.007874000000,14.424636000000
52267,Sub-Saharan Africa,24,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,12.699137000000,-8.023181000000
52268,Sub-Saharan Africa,24,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Ouagadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,12.482283000000,-1.505151000000
52269,Sub-Saharan Africa,24,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Malanville, Benin, on border with Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,11.869210000000,3.388940000000
52270,Sub-Saharan Africa,24,Jan,2019,1,6,1,14,1,1,1,"Sickness and lack of access to medicines, Starvation","Timbuktu, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,16.795475000000,-3.005595000000
52271,Sub-Saharan Africa,24,Jan,2019,2,6,2,14,1,2,2,"Sickness and lack of access to medicines, Starvation","Kamsar, Guinea",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,10.667984000000,-14.558985000000
49248,US-Mexico Border,23,Jan,2019,1,6,1,14,1,1,1,Presumed drowning,"Río Bravo, near Minas del Seco, Maverick County, USA","Zócalo, La Rancherita del Aire",3,Central America to US,"https://bit.ly/2FPw32Y, https://bit.ly/2UpdohU",Northern America,28.741004209104,-100.507503434180
52261,North Africa,23,Jan,2019,2,6,2,14,1,2,1,"Starvation, Dehydration","Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,23.569185000000,23.176929000000
52262,North Africa,23,Jan,2019,2,6,2,14,1,2,1,Shot or stabbed,"Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,24.055009000000,23.028868000000
52263,Sub-Saharan Africa,23,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Kayes, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,14.482871000000,-11.407682000000
52264,Sub-Saharan Africa,23,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Conakry, Guinea",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,9.702537000000,-13.553884000000
49244,US-Mexico Border,22,Jan,2019,1,6,1,14,1,1,1,Presumed drowning,"Río Bravo, near Planta Tratadora de Aguas Negras de la Comisión Municipal de Agua Potable y Alcantarillado, Nuevo Laredo, Tamaulipas, Mexico","Vox Pópuli, Hoy Tamaulipas",3,Central America to US,"https://bit.ly/2AVwx3y, https://bit.ly/2Tar9AF",Central America,27.496386435717,-99.522521470236
49247,Mediterranean,22,Jan,2019,1,6,1,14,1,1,1,Presumed drowning,"Body recovered on Plage de Bahara, near Ouled Boughalem, province of Mostaganem, Algeria",El Watan,1,Western Mediterranean,https://bit.ly/2B9asie,Uncategorized,36.334378214124,0.715927412066
51728,US-Mexico Border,22,Jan,2019,1,6,1,14,1,1,1,Unknown,"Unspecified location in Jeff Davis County, Texas, USA",Desaparecidos y sin reclamar en la frontera,4,Central America to US,http://bit.ly/2HVvogx,Northern America,30.699032796372,-104.320960498910
52258,Sub-Saharan Africa,22,Jan,2019,2,6,2,14,1,2,1,Vehicle Accident,"Ouagadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,12.482283000000,-1.505151000000
52259,North Africa,22,Jan,2019,2,6,2,14,1,2,1,Excessive Physical Abuse,"Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,22.115985000000,5.405024000000
52260,Sub-Saharan Africa,22,Jan,2019,2,6,2,14,1,2,1,Vehicle Accident,"Zegoua, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,10.495701000000,-5.645127000000
49242,Mediterranean,21,Jan,2019,1,6,1,106,1,1,1,Unknown,"Died in hospital in Al Khums, Libya - after disembarkation","MSF, IOM Libya",4,Central Mediterranean,https://bit.ly/2Ds1cqL,Uncategorized,32.638272650604,14.273579120636
49243,Central America,21,Jan,2019,1,6,1,14,1,1,1,Fall from train,"Hospital in Oluta, after falling from freight train in Jesús Carranza, Veracruz, Mexico","Milenio, López Doriga",3,Central America,"https://bit.ly/2sHxI2e, https://bit.ly/2Hoty9G",Central America,17.932600658549,-94.905738830566
49245,Mediterranean,21,Jan,2019,1,6,1,2,1,1,1,Drowning,"Body recovered six nautical miles off the port of Béni-Saf, Ain Témouchent, Algeria","Réflexion, El Faro de Ceuta, EFE",3,Western Mediterranean,"https://bit.ly/2DDnNB1, https://bit.ly/2WpbwHG, https://bit.ly/2RpgTTG",Uncategorized,35.398647116844,-1.389655987849
49253,Mediterranean,21,Jan,2019,1,1,1,106,1,1,1,Presumed drowning,"Unspecified location off the coast of Al Khums, Libya",UNHCR,4,Central Mediterranean,,Uncategorized,32.747691895753,14.355331747358
51556,US-Mexico Border,21,Jan,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.057499000000,-111.666072500000
51557,US-Mexico Border,21,Jan,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.057499000000,-111.666072500000
51558,US-Mexico Border,21,Jan,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.057499000000,-111.666072500000
51559,US-Mexico Border,21,Jan,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.057499000000,-111.666072500000
51560,US-Mexico Border,21,Jan,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.057499000000,-111.666072500000
52256,Sub-Saharan Africa,21,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,17.012219000000,7.981361000000
52257,Sub-Saharan Africa,21,Jan,2019,1,6,1,14,1,1,1,Unknown,"Gao, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,16.230954000000,-0.019296000000
48354,Mediterranean,20,Jan,2019,2,6,2,141,1,1,1,Presumed drowning,"Bodies found on boat off the coast of Tripoli, Libya",IOM Libya,4,Central Mediterranean,https://reut.rs/2sHJtWb,Uncategorized,32.980238100921,13.179283824044
52250,Sub-Saharan Africa,20,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,16.977330000000,7.973378000000
52251,Sub-Saharan Africa,20,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,16.958780000000,7.961962000000
52252,North Africa,20,Jan,2019,2,6,2,14,1,1,1,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,27.051908000000,14.444401000000
52253,North Africa,20,Jan,2019,1,6,1,14,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration","Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,32.772563000000,12.408455000000
52254,North Africa,20,Jan,2019,2,6,2,14,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,25.794530000000,13.195473000000
52255,Sub-Saharan Africa,20,Jan,2019,2,6,2,14,1,2,1,Shot or stabbed,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,12.699137000000,-8.023181000000
51555,US-Mexico Border,19,Jan,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.057499000000,-111.666072500000
52247,Sub-Saharan Africa,19,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,16.986851000000,7.997846000000
52248,North Africa,19,Jan,2019,22,6,22,14,2,2,2,"Dehydration, Harsh weather/lack of adequate shelter","Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,22.115985000000,5.405024000000
52249,North Africa,19,Jan,2019,9,6,9,14,1,9,1,Excessive Physical Abuse,"El Oued, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,33.317735000000,6.854323000000
48350,Mediterranean,18,Jan,2019,1,117,117,3,10,1,2,Presumed drowning,"50 miles off the coast of Garabuli, Libya",IOM Italy,4,Central Mediterranean,https://bit.ly/2RADfq6,Uncategorized,34.177488404634,14.107902221177
48353,Mediterranean,18,Jan,2019,1,6,1,53,1,1,1,Presumed drowning,"Off the coast of Farmakonisi, Greece","Alarm Phone, IOM Greece",4,Eastern Mediterranean,https://www.facebook.com/watchthemed.alarmphone/photos/a.1526182797655958/2298257453781818/?type=3&theater,Uncategorized,37.283283323213,27.104012036372
52245,North Africa,18,Jan,2019,1,6,1,14,1,1,1,Vehicle Accident,"Qatrun, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,24.932986000000,14.609129000000
52246,Sub-Saharan Africa,18,Jan,2019,13,6,13,14,1,1,1,"Vehicle Accident, Excessive Physical Abuse","Timbuktu, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,16.795475000000,-3.005595000000
48349,Mediterranean,17,Jan,2019,1,53,53,1,1,1,1,Presumed drowning,"Unspecified location in the Alboran Sea, between Morocco and Spain","Caminando Fronteras, Alarm Phone",4,Western Mediterranean,"https://bit.ly/2sAcy66, https://www.facebook.com/helena.malenogarzon/posts/2268551173177187",Uncategorized,35.683709040408,-3.185250605342
51553,US-Mexico Border,17,Jan,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.481200700000,-111.667840700000
51554,US-Mexico Border,17,Jan,2019,1,6,1,14,1,1,1,Dehydration,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,31.746892100000,-111.945738600000
52243,North Africa,17,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Unspecified location in the Sahara Desert, Sudan near border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,20.357876000000,25.085386000000
52244,Sub-Saharan Africa,17,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,17.012219000000,7.981361000000
48351,US-Mexico Border,16,Jan,2019,1,1,1,14,1,1,1,Presumed drowning,"Río Bravo, near El Chalán, Gustavo Díaz Ordaz, Tamaulipas, Mexico",El Mañana,1,Central America to US,https://bit.ly/2FMbsMg,Central America,26.258109878807,-98.596733869797
48352,US-Mexico Border,16,Jan,2019,1,6,1,14,1,1,1,Drowning,"Río Bravo, near Rancho Las Trancas, Jiménez, Coahuila, Mexico","Zócalo, Vanguardia",3,Central America to US,"https://bit.ly/2MlaI1W, https://bit.ly/2FFMxLb",Central America,29.063937500000,-100.663562500000
52241,Sub-Saharan Africa,16,Jan,2019,1,6,1,14,1,1,1,Vehicle Accident,"Unspecified location in the Sahara Desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,22.422016000000,12.641009000000
52242,Sub-Saharan Africa,16,Jan,2019,1,6,1,14,1,1,1,Excessive Physical Abuse,"Niamey, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,13.561406000000,2.160966000000
48346,Mediterranean,15,Jan,2019,1,6,1,14,1,1,1,Hit by truck,"Port of Melilla, Spain","El Faro de Melilla, COPE",3,Western Mediterranean,"https://bit.ly/2QNmUck, https://bit.ly/2Hqr1vJ",Uncategorized,35.289594291265,-2.933496506173
48347,Central America,15,Jan,2019,1,6,1,14,1,1,1,Murdered,"Body found in Colonia Ignacio Zaragoza, near Port of Veracruz, Mexico","Al Calor Político, Noreste",3,Central America,"https://bit.ly/2DeyWrT, https://bit.ly/2MhyNqw",Central America,19.178049100000,-96.128842600000
48348,US-Mexico Border,15,Jan,2019,1,2,2,14,1,1,1,Presumed drowning,"Río Bravo, near El Patinadero, Parque Viveros, Nuevo Laredo, Tamaulipas, Mexico",Debate,1,Central America to US,https://bit.ly/2TN0V7k,Central America,27.478392338088,-99.479276945846
51523,Middle East,15,Jan,2019,3,6,3,14,1,3,1,Presumed drowning,"Evros/Meriç river, between İpsala and Meriç, Edirne, Greece-Turkey border","CNN Türk, Hurriyet",3,Western Asia,"https://t1p.de/89c7, https://t1p.de/h2zc",Western Asia,40.942167951616,26.352665973258
51552,US-Mexico Border,15,Jan,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.057499000000,-111.666072500000
52239,North Africa,15,Jan,2019,16,6,16,14,1,1,1,"Starvation, Excessive Physical Abuse","Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,22.115985000000,5.405024000000
52240,North Africa,15,Jan,2019,7,6,7,14,1,1,1,Vehicle Accident,Unspecified location in Algeria,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,20.050684000000,5.543735000000
48343,Mediterranean,14,Jan,2019,10,6,10,14,1,1,1,Presumed drowning,"Bodies recovered off the shore of Sirte, Libya","IOM Libya, Libyan Red Crescent",4,Central Mediterranean,,Uncategorized,31.210755489725,16.588350626388
48344,Mediterranean,14,Jan,2019,1,6,1,40,1,1,1,Unknown,"5 miles from Kusadasi, Kuşadası/Aydın Province, Turkey ",Turkish Coast Guard,5,Eastern Mediterranean,https://bit.ly/2FDQZZM,Uncategorized,37.857359600378,27.167936354123
48345,US-Mexico Border,14,Jan,2019,1,6,1,14,1,1,1,Murdered,"Rancho El Caporal, Piedras Negras, Coahuila, Mexico","La Neta Noticias, Zócalo",3,Central America to US,"https://bit.ly/2MauxsB, https://bit.ly/2FvNR25",Central America,28.730727706150,-100.563445215960
52237,North Africa,14,Jan,2019,1,6,1,14,1,1,1,Vehicle Accident,"Sahara Desert, near border, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,21.493465000000,23.815375000000
52238,Sub-Saharan Africa,14,Jan,2019,1,6,1,14,1,1,1,Vehicle Accident,"Unspecified location in the Sahara Desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,21.681858000000,11.593132000000
48311,Central America,13,Jan,2019,1,6,1,14,1,1,1,Hit by train,"Hospital in Saltillo, Coahuila, Mexico (after being hit by train)","Debate, La Tribuna",3,Central America,"https://bit.ly/2QK72HG, https://bit.ly/2sqT0kA",Central America,25.438323400000,-100.973678000000
48312,Mediterranean,13,Jan,2019,5,6,5,14,1,1,1,Presumed drowning,"Bodies recovered off the shore of Sirte, Libya","IOM Libya, Xinhua",3,Central Mediterranean,https://bit.ly/2AEshW7,Uncategorized,31.220020736471,16.567751261154
52236,North Africa,13,Jan,2019,3,6,3,14,3,1,1,Dehydration,"Kurfra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,22.952903000000,23.248192000000
48310,Central America,12,Jan,2019,1,6,1,100,1,1,1,Vehicle Accident,"KM 103 Federal Highway La Tinaja-Cosoleacaque, near Cosamaloapan, Veracruz, Mexico","La Imagen del Golfo, E-Consulta Veracruz",3,Central America,"https://bit.ly/2Rvunlt, https://bit.ly/2FtIfFP",Central America,18.329901676413,-95.812964294797
52233,Sub-Saharan Africa,12,Jan,2019,1,6,1,14,1,1,1,Vehicle Accident,"Unspecified location in the Sahara Desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,22.447348000000,11.400239000000
52234,North Africa,12,Jan,2019,2,6,2,14,2,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified loction in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,25.529520000000,13.326404000000
52235,North Africa,12,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Qatrun, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,24.904515000000,14.631187000000
48308,Mediterranean,11,Jan,2019,1,6,1,6,1,1,1,Presumed drowning,"Off the coast of Beni Ensar, Nador province, Morocco","Association Marocaine des Droits Humains - Section Nador, Ariffino",4,Western Mediterranean,"https://bit.ly/2RudW92, https://www.facebook.com/AmdhNador/posts/2253348798210716",Uncategorized,35.261606842877,-2.901902411860
48309,Europe,11,Jan,2019,1,6,1,14,1,1,1,Hit by vehicle,"Highway 515 near Blainville-sur-Orne, between Caen and Ouistreham, Normandie, France","Tendance Ouest, Ouest France",3,Western Europe,"https://bit.ly/2ALUUR6, https://bit.ly/2SRzWr1",Western Europe,49.232567558821,-0.290652339042
52232,Sub-Saharan Africa,11,Jan,2019,1,6,1,14,1,1,1,Vehicle Accident,"Unspecified location in the Sahara Desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,22.330943000000,13.229850000000
52229,Sub-Saharan Africa,10,Jan,2019,1,6,1,14,1,1,1,"Starvation, Dehydration","Northern Niger, near border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Western Africa,http://www.mixedmigration.org/4mi/,Western Africa,22.948338000000,13.463324000000
52230,North Africa,10,Jan,2019,1,6,1,14,1,1,1,Shot or stabbed,"Tazirbu, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,25.638867000000,21.072612000000
52231,North Africa,10,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,22.495922000000,23.236444000000
51723,US-Mexico Border,8,Jan,2019,1,6,1,14,1,1,1,Skeletal remains,"Cage ranch, near US Highway 281, southwest of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office,5,Central America to US,,Northern America,27.066310800000,-98.166833700000
52225,North Africa,8,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,32.870675000000,13.183525000000
52226,North Africa,8,Jan,2019,2,6,2,14,2,1,1,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,26.981369000000,14.500791000000
52227,North Africa,8,Jan,2019,1,6,1,14,1,1,1,"Starvation, Dehydration","Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,27.044707000000,14.370553000000
52228,North Africa,8,Jan,2019,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Unspecified location in the Sahara Desert, Sudan near border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,20.789688000000,25.192319000000
48342,Mediterranean,7,Jan,2019,2,6,2,14,1,1,1,Presumed drowning,"Bodies recovered off the shore of Sirte, Libya","IOM Libya, Libyan Red Crescent",4,Central Mediterranean,,Uncategorized,31.224587793151,16.529299112716
52224,North Africa,7,Jan,2019,2,6,2,14,1,2,1,"Starvation, Dehydration",Unspecified location in the Sahara Desert,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,http://www.mixedmigration.org/4mi/,Northern Africa,24.419123000000,15.464603000000
48116,US-Mexico Border,6,Jan,2019,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.057499000000,-111.666072500000
48307,Mediterranean,5,Jan,2019,1,6,1,14,1,1,1,Presumed drowning,"Body recovered on beach near Cabo de Sabinar, Almerimar, El Éjido, Almería, Spain",eldiario.es,1,Western Mediterranean,https://bit.ly/2Cvvjw7,Uncategorized,36.685755388762,-2.777835705707
48075,Mediterranean,4,Jan,2019,1,6,1,14,1,1,1,Presumed drowning,"Body recovered on Playa de Calahonda, Mijas, Málaga, Spain","La Vanguardia, Diaro Sur",3,Western Mediterranean,"https://bit.ly/2SI7yHJ, https://bit.ly/2RbktW6",Uncategorized,36.485367400000,-4.738263000000
48117,South America,4,Jan,2019,1,6,1,14,1,1,1,Dehydration,"Timbío, Cauca, Colombia",Periodico Virtual,3,South America,"https://bit.ly/2H0Ys7L, https://bit.ly/2SLAuPd",South America,2.352686000000,-76.683352000000
48071,Mediterranean,2,Jan,2019,1,6,1,67,1,1,1,Presumed drowning,"Unspecified location in the Alboran Sea, between Spain and Morocco",Caminando Fronteras,4,Western Mediterranean,https://bit.ly/2LUzshc,Uncategorized,35.886028764776,-3.811126192952
48072,Mediterranean,2,Jan,2019,1,6,1,14,1,1,1,Presumed drowning,"Body recovered 12 miles southeast of Cape Trafalgar, off the coast of Barbate, Cádiz, Spain","Europa Press, Canal Sur",3,Western Mediterranean,"https://bit.ly/2Fef0Xi, https://bit.ly/2VyiNVc",Uncategorized,36.184741288501,-5.915458663672
48073,Mediterranean,2,Jan,2019,6,6,6,14,1,1,1,Presumed drowning,"Bodies recovered on the shores of Al-Sawawa, Sirte, Libya","IOM Libya, Libyan Red Crescent",4,Central Mediterranean,"https://bit.ly/2TsROIG, https://bit.ly/2C80HAB",Uncategorized,31.208814747402,16.594403365833
48115,US-Mexico Border,31,12,2018,1,6,1,14,1,1,1,Skeletal remains,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,5,Central America to US,http://www.humaneborders.info/,Northern America,32.276924900000,-112.859884600000
